"...1","placekey","region","sub_category","category_tags","visitor_home_cbg","count"
2830811,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855053021",4
2830812,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855083044",4
2830813,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855043072",4
2830814,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855078061",4
2830815,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855048051",4
2830816,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855024006",4
2830817,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855120013",4
2830818,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855033231",4
2830819,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855076003",4
2830820,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855053052",4
2830821,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855117012",4
2830822,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855050082",4
2830823,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855021012",4
2830824,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855075004",4
2830825,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855103001",4
2830826,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855100016",4
2830827,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855078062",4
2830828,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855061032",4
2830829,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855031221",4
2830830,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855073012",4
2830831,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060759803001",4
2830832,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855120323",4
2830833,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855119093",4
2830834,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855074011",4
2830835,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060590218202",4
2830836,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855106003",4
2830837,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060819843001",4
2830838,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855053051",4
2830839,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855044112",4
2830840,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855113023",4
2830841,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855084015",4
3441903,"restaurant_77","CA","Limited-Service Restaurants","Salad,Sandwich Shop","060377018015",4
3441904,"restaurant_77","CA","Limited-Service Restaurants","Salad,Sandwich Shop","250173543001",4
3441905,"restaurant_77","CA","Limited-Service Restaurants","Salad,Sandwich Shop","060377017013",4
3632949,"restaurant_9","IN","Full-Service Restaurants","Chicken,Fish & Chips","180973803003",6
3632950,"restaurant_9","IN","Full-Service Restaurants","Chicken,Fish & Chips","180816104032",4
3632951,"restaurant_9","IN","Full-Service Restaurants","Chicken,Fish & Chips","180973576003",4
3632952,"restaurant_9","IN","Full-Service Restaurants","Chicken,Fish & Chips","180973805021",4
3632953,"restaurant_9","IN","Full-Service Restaurants","Chicken,Fish & Chips","180973804043",4
3632954,"restaurant_9","IN","Full-Service Restaurants","Chicken,Fish & Chips","180973576002",4
3632955,"restaurant_9","IN","Full-Service Restaurants","Chicken,Fish & Chips","180973803004",4
3632956,"restaurant_9","IN","Full-Service Restaurants","Chicken,Fish & Chips","180973576004",4
3632957,"restaurant_9","IN","Full-Service Restaurants","Chicken,Fish & Chips","180973804042",4
3760247,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650104002",11
3760248,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650101021",8
3760249,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650105005",7
3760250,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650101012",6
3760251,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650101011",6
3760252,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650106002",6
3760253,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371559620011",5
3760254,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650103002",4
3760255,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650106005",4
3760256,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650102004",4
3760257,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650102003",4
3760258,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650102002",4
3760259,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650106004",4
3760260,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650105001",4
3760261,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650101022",4
3760262,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650103001",4
3760263,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650102001",4
3760264,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371539706001",4
3760265,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650101023",4
3760266,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371559605023",4
3760267,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650104001",4
3760268,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371539705002",4
3760269,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650101024",4
3760270,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371559604011",4
3760271,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650103005",4
3760272,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","450259506005",4
3760273,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650105002",4
3760274,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371539711001",4
3760275,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650105003",4
3760276,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371650106003",4
3760277,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371539702003",4
3760278,"restaurant_72","NC","Full-Service Restaurants","American Food,BBQ and Southern Food","371559615003",4
3764819,"restaurant_8","UT","Full-Service Restaurants","American Food,Bar or Pub,Late Night","490351139044",4
3764820,"restaurant_8","UT","Full-Service Restaurants","American Food,Bar or Pub,Late Night","490351139051",4
3764821,"restaurant_8","UT","Full-Service Restaurants","American Food,Bar or Pub,Late Night","490351139061",4
3764822,"restaurant_8","UT","Full-Service Restaurants","American Food,Bar or Pub,Late Night","490351139072",4
3764823,"restaurant_8","UT","Full-Service Restaurants","American Food,Bar or Pub,Late Night","490351139062",4
3764824,"restaurant_8","UT","Full-Service Restaurants","American Food,Bar or Pub,Late Night","490351134083",4
3764825,"restaurant_8","UT","Full-Service Restaurants","American Food,Bar or Pub,Late Night","490351139052",4
3764826,"restaurant_8","UT","Full-Service Restaurants","American Food,Bar or Pub,Late Night","490351134081",4
3764827,"restaurant_8","UT","Full-Service Restaurants","American Food,Bar or Pub,Late Night","490351134101",4
3814345,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710045043",16
3814346,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710045031",12
3814347,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710045042",9
3814348,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710045041",9
3814349,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710027061",9
3814350,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710045102",5
3814351,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710100172",4
3814352,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710045032",4
3814353,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710041011",4
3814354,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710020361",4
3814355,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710098004",4
3814356,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710041012",4
3814357,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710074031",4
3814358,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060650423002",4
3814359,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710046034",4
3814360,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710045091",4
3814361,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710100173",4
3814362,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710046013",4
3814363,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710099101",4
3814364,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710074082",4
3814365,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060374088002",4
3814366,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710040011",4
3814367,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710121042",4
3814368,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710046011",4
3814369,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710100161",4
3814370,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710078001",4
3814371,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710072002",4
3814372,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710076041",4
3814373,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710091191",4
3814374,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710071062",4
3814375,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710038011",4
3814376,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710099061",4
3814377,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710020341",4
3814378,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710100202",4
3814379,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710091182",4
3814380,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710046012",4
3814381,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710121012",4
3814382,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710100243",4
3814383,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710046033",4
3814384,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060650427111",4
3814385,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710073061",4
3814386,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060710074092",4
3814387,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060650425151",4
3814388,"restaurant_18","CA","Limited-Service Restaurants","Japanese Food,Sushi","060650406092",4
4229972,"restaurant_4","ON","Full-Service Restaurants","Burgers,Counter Service,Dinner,Fast Food,Lunch","CA:35260102",4
4229973,"restaurant_4","ON","Full-Service Restaurants","Burgers,Counter Service,Dinner,Fast Food,Lunch","080590120523",4
4229974,"restaurant_4","ON","Full-Service Restaurants","Burgers,Counter Service,Dinner,Fast Food,Lunch","CA:35260056",4
4229975,"restaurant_4","ON","Full-Service Restaurants","Burgers,Counter Service,Dinner,Fast Food,Lunch","CA:35260135",4
4229976,"restaurant_4","ON","Full-Service Restaurants","Burgers,Counter Service,Dinner,Fast Food,Lunch","CA:35260108",4
4229977,"restaurant_4","ON","Full-Service Restaurants","Burgers,Counter Service,Dinner,Fast Food,Lunch","CA:35260103",4
4229978,"restaurant_4","ON","Full-Service Restaurants","Burgers,Counter Service,Dinner,Fast Food,Lunch","CA:35260836",4
4229979,"restaurant_4","ON","Full-Service Restaurants","Burgers,Counter Service,Dinner,Fast Food,Lunch","391535301031",4
4229980,"restaurant_4","ON","Full-Service Restaurants","Burgers,Counter Service,Dinner,Fast Food,Lunch","CA:35260070",4
4487734,"restaurant_14","NY","Full-Service Restaurants","Chinese Food","361031594045",4
4487735,"restaurant_14","NY","Full-Service Restaurants","Chinese Food","361031594103",4
4487736,"restaurant_14","NY","Full-Service Restaurants","Chinese Food","361031594063",4
5064297,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997005032",16
5064298,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997003022",13
5064299,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997002071",12
5064300,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997004011",11
5064301,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997005041",10
5064302,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997002072",8
5064303,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997011021",7
5064304,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997005031",7
5064305,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997002061",7
5064306,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997005043",6
5064307,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997005042",6
5064308,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997002111",6
5064309,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997004012",6
5064310,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997004022",5
5064311,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997006041",5
5064312,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997003033",5
5064313,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997011022",4
5064314,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997003041",4
5064315,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997004021",4
5064316,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997003043",4
5064317,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997003021",4
5064318,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997001095",4
5064319,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997006011",4
5064320,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997004013",4
5064321,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997006031",4
5064322,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997002101",4
5064323,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","291892210001",4
5064324,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290718010004",4
5064325,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997001072",4
5064326,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997006043",4
5064327,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997001091",4
5064328,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997001092",4
5064329,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997014041",4
5064330,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290718010003",4
5064331,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","291892180121",4
5064332,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997011025",4
5064333,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997008021",4
5064334,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997008022",4
5064335,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997002091",4
5064336,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997005022",4
5064337,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","291892152013",4
5064338,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997005024",4
5064339,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997002063",4
5064340,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290997002032",4
5064341,"restaurant_57","MO","Snack and Nonalcoholic Beverage Bars","Ice Cream Shop","290718007013",4
5444420,"restaurant_50","OH","Full-Service Restaurants","Pizza","390930805001",4
5444421,"restaurant_50","OH","Full-Service Restaurants","Pizza","390351905042",4
5444422,"restaurant_50","OH","Full-Service Restaurants","Pizza","390351812013",4
5876080,"restaurant_16","MI","Full-Service Restaurants","Bar or Pub,Late Night,Pizza","260710003001",23
5876081,"restaurant_16","MI","Full-Service Restaurants","Bar or Pub,Late Night,Pizza","260710004001",9
5876082,"restaurant_16","MI","Full-Service Restaurants","Bar or Pub,Late Night,Pizza","260710003002",8
5876083,"restaurant_16","MI","Full-Service Restaurants","Bar or Pub,Late Night,Pizza","260710004002",6
5876084,"restaurant_16","MI","Full-Service Restaurants","Bar or Pub,Late Night,Pizza","551259505002",4
5876085,"restaurant_16","MI","Full-Service Restaurants","Bar or Pub,Late Night,Pizza","261030013002",4
5876086,"restaurant_16","MI","Full-Service Restaurants","Bar or Pub,Late Night,Pizza","260710005002",4
5876087,"restaurant_16","MI","Full-Service Restaurants","Bar or Pub,Late Night,Pizza","260419708003",4
5876088,"restaurant_16","MI","Full-Service Restaurants","Bar or Pub,Late Night,Pizza","260419707001",4
6224192,"restaurant_5","PA","Full-Service Restaurants","Sandwich Shop","420912088011",6
6224193,"restaurant_5","PA","Full-Service Restaurants","Sandwich Shop","420912089041",5
6224194,"restaurant_5","PA","Full-Service Restaurants","Sandwich Shop","420912089012",4
6224195,"restaurant_5","PA","Full-Service Restaurants","Sandwich Shop","420912087022",4
6224196,"restaurant_5","PA","Full-Service Restaurants","Sandwich Shop","420912086012",4
6224197,"restaurant_5","PA","Full-Service Restaurants","Sandwich Shop","420912084001",4
6224198,"restaurant_5","PA","Full-Service Restaurants","Sandwich Shop","420912090002",4
6224199,"restaurant_5","PA","Full-Service Restaurants","Sandwich Shop","420912087041",4
6224200,"restaurant_5","PA","Full-Service Restaurants","Sandwich Shop","420293022023",4
6224201,"restaurant_5","PA","Full-Service Restaurants","Sandwich Shop","420912061063",4
6452332,"restaurant_67","TX","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Lunch,Sandwich Shop","484530023074",4
6452333,"restaurant_67","TX","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Lunch,Sandwich Shop","484530011001",4
6452334,"restaurant_67","TX","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Lunch,Sandwich Shop","484530023162",4
6452335,"restaurant_67","TX","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Lunch,Sandwich Shop","484530014031",4
6452336,"restaurant_67","TX","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Lunch,Sandwich Shop","484530024113",4
6452337,"restaurant_67","TX","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Lunch,Sandwich Shop","484530023141",4
6452338,"restaurant_67","TX","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Lunch,Sandwich Shop","484530023152",4
6452339,"restaurant_67","TX","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Lunch,Sandwich Shop","484530024211",4
6452340,"restaurant_67","TX","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Lunch,Sandwich Shop","484530023144",4
6452341,"restaurant_67","TX","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Lunch,Sandwich Shop","484530018123",4
6452342,"restaurant_67","TX","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Lunch,Sandwich Shop","484530023071",4
6452343,"restaurant_67","TX","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Lunch,Sandwich Shop","484530023132",4
6452344,"restaurant_67","TX","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Lunch,Sandwich Shop","484530023083",4
6452345,"restaurant_67","TX","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Lunch,Sandwich Shop","484530023181",4
6452346,"restaurant_67","TX","Limited-Service Restaurants","Breakfast,Counter Service,Dinner,Lunch,Sandwich Shop","484530023123",4
6655393,"restaurant_71","TN","Snack and Nonalcoholic Beverage Bars","Coffee Shop","470370130001",7
6655394,"restaurant_71","TN","Snack and Nonalcoholic Beverage Bars","Coffee Shop","470370156193",4
6655395,"restaurant_71","TN","Snack and Nonalcoholic Beverage Bars","Coffee Shop","470210701032",4
6655396,"restaurant_71","TN","Snack and Nonalcoholic Beverage Bars","Coffee Shop","470370156102",4
6655397,"restaurant_71","TN","Snack and Nonalcoholic Beverage Bars","Coffee Shop","470370133002",4
6655398,"restaurant_71","TN","Snack and Nonalcoholic Beverage Bars","Coffee Shop","470370135002",4
6655399,"restaurant_71","TN","Snack and Nonalcoholic Beverage Bars","Coffee Shop","470370133001",4
6655400,"restaurant_71","TN","Snack and Nonalcoholic Beverage Bars","Coffee Shop","470370115002",4
6655401,"restaurant_71","TN","Snack and Nonalcoholic Beverage Bars","Coffee Shop","470370180004",4
6655402,"restaurant_71","TN","Snack and Nonalcoholic Beverage Bars","Coffee Shop","471470806031",4
6655403,"restaurant_71","TN","Snack and Nonalcoholic Beverage Bars","Coffee Shop","470370132021",4
6655404,"restaurant_71","TN","Snack and Nonalcoholic Beverage Bars","Coffee Shop","470370105016",4
6655405,"restaurant_71","TN","Snack and Nonalcoholic Beverage Bars","Coffee Shop","471490401041",4
6655406,"restaurant_71","TN","Snack and Nonalcoholic Beverage Bars","Coffee Shop","470370165004",4
7736455,"restaurant_12","CA","Full-Service Restaurants","Sandwich Shop","060750228022",4
7925814,"restaurant_49","NY","Full-Service Restaurants","Chinese Food","360650201021",4
7925815,"restaurant_49","NY","Full-Service Restaurants","Chinese Food","360650203001",4
7925816,"restaurant_49","NY","Full-Service Restaurants","Chinese Food","360650209001",4
7986924,"restaurant_68","VA","Full-Service Restaurants","Bar or Pub,Halal Food,Hookah,Late Night,Middle Eastern Food","510594528012",5
7986925,"restaurant_68","VA","Full-Service Restaurants","Bar or Pub,Halal Food,Hookah,Late Night,Middle Eastern Food","510594527001",5
7986926,"restaurant_68","VA","Full-Service Restaurants","Bar or Pub,Halal Food,Hookah,Late Night,Middle Eastern Food","510594917051",4
7986927,"restaurant_68","VA","Full-Service Restaurants","Bar or Pub,Halal Food,Hookah,Late Night,Middle Eastern Food","510594528013",4
7986928,"restaurant_68","VA","Full-Service Restaurants","Bar or Pub,Halal Food,Hookah,Late Night,Middle Eastern Food","510594528011",4
7986929,"restaurant_68","VA","Full-Service Restaurants","Bar or Pub,Halal Food,Hookah,Late Night,Middle Eastern Food","515102001051",4
8456022,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030411011",60
8456023,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030411032",56
8456024,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030407013",54
8456025,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030412042",42
8456026,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030412043",20
8456027,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030407081",18
8456028,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030407052",18
8456029,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030408021",18
8456030,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030407101",18
8456031,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030412021",17
8456032,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030410032",15
8456033,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030408011",14
8456034,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030407012",13
8456035,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030407041",13
8456036,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030411021",13
8456037,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030407051",12
8456038,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030411024",12
8456039,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030407042",12
8456040,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030408023",11
8456041,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030411041",11
8456042,"restaurant_74","LA","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food,Wine Bar","221030407082",11
