"...1","placekey","region","sub_category","category_tags","visitor_home_cbg","count"
25344256,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","220190018013",4
25344257,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482015301004",4
25344258,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482012113004",4
25344259,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","481576734002",4
25344260,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014336004",4
25344261,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014108002",4
25344262,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014216003",4
25344263,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014328011",4
25344264,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482012308001",4
25344265,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013240002",4
25344266,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013134002",4
25344267,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","484910203283",4
25344268,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","481576701014",4
25344269,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013429002",4
25344270,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014308001",4
25344271,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013332022",4
25344272,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014211012",4
25344273,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013316013",4
25344274,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482012520001",4
25344275,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014233021",4
25344276,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013412022",4
25344277,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013304002",4
25344278,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013501002",4
25344279,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482012328001",4
25344280,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482019801001",4
25344281,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013207002",4
25344282,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014214033",4
25344283,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014234011",4
25344284,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013135002",4
25344285,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","481576734001",4
25344286,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482015410031",4
25344287,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013321002",4
25344288,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013306001",4
25344289,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014233012",4
25344290,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","480291210001",4
25344291,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482012104002",4
25344292,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482015111002",4
25344293,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013326002",4
25344294,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","051059529002",4
25344295,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013107001",4
25344296,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","320030068004",4
25344297,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","483217305014",4
25344298,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","481576715014",4
25344299,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013206021",4
25344300,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","481410102211",4
25344301,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","010890109012",4
25344302,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","480396607022",4
25344303,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","051310006001",4
25344304,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","481576707001",4
25344305,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013329001",4
25344306,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","484530006012",4
25344307,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013216003",4
25344308,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013130003",4
25344309,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","480157605021",4
25344310,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482015412012",4
25344311,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013324002",4
25344312,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014328012",4
25344313,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014123005",4
25344314,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482012523021",4
25344315,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","481130141201",4
25344316,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482015325013",4
25344317,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014336003",4
25344318,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014119001",4
25344319,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013411001",4
25344320,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014226003",4
25344321,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","483396924003",4
25344322,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","483396918005",4
25344323,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014115012",4
25344324,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014234022",4
25344325,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","481576706013",4
25344326,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482012504023",4
25344327,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482012526004",4
25344328,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014105001",4
25344329,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014115013",4
25344330,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482012308002",4
25344331,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","480291918102",4
25344332,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","481576715021",4
25344333,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014319002",4
25344334,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","480079501002",4
25344335,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014105003",4
25344336,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013207001",4
25344337,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014228001",4
25344338,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482015526021",4
25344339,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013136002",4
25344340,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","480039502003",4
25344341,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","484771705004",4
25344342,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013316011",4
25344343,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014109002",4
25344344,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","481576755001",4
25344345,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013305003",4
25344346,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","481210203054",4
25344347,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482015422001",4
25344348,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014223012",4
25344349,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","221059537004",4
25344350,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","480610123042",4
25344351,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014220001",4
25344352,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482015116003",4
25344353,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014204003",4
25344354,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013130001",4
25344355,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014102001",4
25344356,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","481576731012",4
25344357,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482012407021",4
25344358,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482012116002",4
25344359,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482015533002",4
25344360,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014123003",4
25344361,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014221001",4
25344362,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013407004",4
25344363,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","401430076133",4
25344364,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482012329002",4
25344365,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","480396607011",4
25344366,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013324001",4
25344367,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014115021",4
25344368,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482015552002",4
25344369,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013118002",4
25344370,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482015332003",4
25344371,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014327022",4
25344372,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","120950189005",4
25344373,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","483610213001",4
25344374,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014208002",4
25344375,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482150235092",4
25344376,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482014224021",4
25344377,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482013432001",4
25344378,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","483090020001",4
25344379,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482015432001",4
25344380,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","481210217512",4
25344381,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","481576710023",4
25344382,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","050419505002",4
25344383,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482012536003",4
25344384,"restaurant_78","TX","Snack and Nonalcoholic Beverage Bars","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House","482015418001",4
25371489,"restaurant_61","MS","Limited-Service Restaurants","Counter Service,Dinner,Fast Food,Fried Chicken,Lunch","280490102032",5
25371490,"restaurant_61","MS","Limited-Service Restaurants","Counter Service,Dinner,Fast Food,Fried Chicken,Lunch","280490009001",4
25371491,"restaurant_61","MS","Limited-Service Restaurants","Counter Service,Dinner,Fast Food,Fried Chicken,Lunch","280490009002",4
25371492,"restaurant_61","MS","Limited-Service Restaurants","Counter Service,Dinner,Fast Food,Fried Chicken,Lunch","280490010001",4
25371493,"restaurant_61","MS","Limited-Service Restaurants","Counter Service,Dinner,Fast Food,Fried Chicken,Lunch","280490008002",4
25371494,"restaurant_61","MS","Limited-Service Restaurants","Counter Service,Dinner,Fast Food,Fried Chicken,Lunch","280490103013",4
25371495,"restaurant_61","MS","Limited-Service Restaurants","Counter Service,Dinner,Fast Food,Fried Chicken,Lunch","280490103011",4
25371496,"restaurant_61","MS","Limited-Service Restaurants","Counter Service,Dinner,Fast Food,Fried Chicken,Lunch","280490006001",4
25371497,"restaurant_61","MS","Limited-Service Restaurants","Counter Service,Dinner,Fast Food,Fried Chicken,Lunch","280490005001",4
25371498,"restaurant_61","MS","Limited-Service Restaurants","Counter Service,Dinner,Fast Food,Fried Chicken,Lunch","280490008003",4
25416519,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670302301",39
25416520,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670302302",12
25416521,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670302154",8
25416522,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670306013",8
25416523,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670302151",7
25416524,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670302152",6
25416525,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670302181",5
25416526,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670302143",5
25416527,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670302182",5
25416528,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670302292",5
25416529,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670302273",4
25416530,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670302291",4
25416531,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","132231201032",4
25416532,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670309015",4
25416533,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670302241",4
25416534,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670302153",4
25416535,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670302092",4
25416536,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670301033",4
25416537,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670303364",4
25416538,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","132231201011",4
25416539,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670302261",4
25416540,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670315032",4
25416541,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","132231203023",4
25416542,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","132231201013",4
25416543,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670306022",4
25416544,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","132231201012",4
25416545,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670314063",4
25416546,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670307001",4
25416547,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670309013",4
25416548,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670302393",4
25416549,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670302272",4
25416550,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670306024",4
25416551,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670305061",4
25416552,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670305054",4
25416553,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130630405162",4
25416554,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670302282",4
25416555,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670302312",4
25416556,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670302381",4
25416557,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130570910084",4
25416558,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670302271",4
25416559,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130159606005",4
25416560,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670301032",4
25416561,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130159609021",4
25416562,"restaurant_25","GA","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Lunch","130670302314",4
25737388,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120890503013",22
25737389,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120890503032",16
25737390,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120890503023",11
25737391,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120890503031",10
25737392,"restaurant_51","FL","Full-Service Restaurants","Bar or Pub,Late Night,Mexican Food","120890503033",9
